PLACEID,CHANGETYPE,ATTRIBUTENAME,PRIMARYCATEGORY,CATEGORYSYSTEMTYPE,ID,PREVIOUSCATEGORYSYSTEMTYPE,PREVIOUSID
036r3gx0-890a6f899602911b6ed0b136e232c38b,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx3-f5fd1a502f0a5a96b0854905fa2ea18a,,,,,100-1000-0000,,300-3000-0000
036r3gr1-1c905f5c66ba83f7f49420a5400470c9,,,,,550-5510-0202,,550-5520-0000
0361r4ve-e11e35f65b860066f2e84728d592e361,,,,,700-7400-0145,,800-8000-0157
036r3gx2-1c46612f5d653d14b518122a86439b60,,,,,700-7200-0342,,300-3000-0024
036r3gr4-e199252d07cc4aa58b91dba9de9f9026,,,,,300-3000-0025,,300-3000-0000
036r3grp-ff60c567e8aeae3d1076e01979a7cd9a,,,,,300-3000-0024,,300-3100-0000
03651083-ae76f4747b98be3707ed489c23052cc6,,,,,300-3000-0023,,300-3000-0000
036r3grc-71cc4b55bfc74adbadc9791ed7d2a42f,UPDATE,CATEGORY,TRUE,navteq-lcms,400-4100-0348,navteq-lcms,800-8500-0000
036r3gx3-87cf9dbcfd3c1a3e7520090d56075750,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0000
036r3gx8-49e7a012909a4d61a86ee3f25c8f550b,,,,,700-7200-0269,,800-8100-0171
036r3grp-f0f7920e53b797812cea9ecf9b94ba08,,,,,600-6000-0061,,600-6200-0063
036c699d-191f2164fa1b2be79b7e47f1821db360,,,,,300-3100-0029,,300-3100-0000
036r3grw-14e7b80e2b9e4d41b54b00607bb96960,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0000,navteq-lcms,800-8500-0177
036c2a80-566e33eabdea67b165d97251a13258f9,,,,,700-7850-0000,,600-6200-0063
036r3gr5-773fd433765d452cac2c9c7920f1bff2,,,,,600-6300-0068,,300-3000-0065
036r3gqr-994f869de1fef5e209a4f01325b5b19e,,,,,300-3000-0023,,550-5520-0000
0362e8f4-088c099d8bc9ed77c47aca4e911e576c,,,,,700-7450-0114,,600-6200-0063
036r3grs-488d7b8853c7c7d1390ab7f58aad0b6a,,,,,300-3000-0024,,300-3100-0000
036r3gx3-d7f977ffc773274ab31ea4b817e24dbf,,,,,300-3000-0025,,300-3000-0000
036e5e04-69882ac0ac82ffbfddddae2acf89e65b,,,,,900-9300-0221,,800-8000-0157
036r3gx1-8146e92d1aef465fbe0637c8db9302e0,,,,,600-6800-0000,,300-3000-0023
036r3gx1-0d78e4e0536747409a44df5bc81e5f64,,,,,300-3100-0029,,300-3100-0000
036r3gxf-d2bf5e69924b97cb340f615674c2fd42,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0179
036r3gxf-7f61b6228d7fb5e69d39c6c79f9ffe66,,,,,550-5510-0202,,550-5520-0000
03688710-ca9b9b278502aa773ac56b38a39fbbcb,,,,,900-9300-0221,,600-6100-0062
036r3gqv-3a54594a66d041e5720e4d0d4599fa41,,,,,600-6800-0000,,550-5520-0000
036r3gqm-fc78a864b68c4f3ba2e25eeb1b9eeda8,,,,,350-3500-0302,,300-3000-0023
036r3gx8-40166d08df34211046d674816e643848,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0000,navteq-lcms,800-8500-0177
036r3gqb-4bdd039fff1e472a57cc90e816c03421,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0179
036r3gxf-07444e3f8c214a0fa3539d786e35e7e2,UPDATE,CATEGORY,TRUE,navteq-lcms,800-8500-0177,navteq-lcms,800-8500-0179
036d408k-68c21d793ec707d5d5b48593c5d4746a,,,,,300-3000-0023,,300-3000-0000
036r3grn-edee78e815ef0ae705b63c11ce40d264,,,,,550-5520-0000,,300-3000-0023
036r3gx2-1d55d89df9fc2d3660ce4b71b729c0a7,,,,,300-3000-0000,,300-3100-0000
036r3gre-94f69daf6f28d1a17d1ca9d536c7ff76,,,,,550-5510-0202,,550-5520-0000
036r3grt-1de1fa7371678f4501ece09f31599b9f,,,,,300-3000-0023,,550-5520-0000
036r3grh-b762ec080e630aabb038da3323ad60c8,,,,,600-6900-0096,,550-5520-0000
036r3gx0-91195fe5292c5cf5c5815597efc50870,,,,,700-7200-0257,,800-8100-0171
