PLACEID,CHANGETYPE,ATTRIBUTENAME,PLACESTATUS
036r3grm-ddad3a7b5b1c475ba424903c806638ff,UPDATE,STATUS,INACTIVE
036r3grx-162809f8fb8abcf05f8018f9dab7fa64,UPDATE,STATUS,INACTIVE
036r3gwc-17561b2baf5e3a20b6db91e8ff331b5e,UPDATE,STATUS,INACTIVE
036r3gpz-6237572c1cbd46b59b9fa14db6dcd8f0,UPDATE,STATUS,INACTIVE
036r3gx3-e5bdf7d5587ac90dc5b9429aeb5cc3aa,UPDATE,STATUS,INACTIVE
036aabd1-529341747b110ef25f3e061e88c414c1,UPDATE,STATUS,INACTIVE
036r6580-f7a5ffb79a96bacc1b65abd515d0fef2,UPDATE,STATUS,INACTIVE
036r3gr6-fcdaeae889e78bfebb351c243bdc878a,UPDATE,STATUS,INACTIVE
036r3grm-4438f14f1267d8550453f4d2e4ff2cb1,UPDATE,STATUS,INACTIVE
036r650h-df24a7e97b88266236b34a582fc695da,UPDATE,STATUS,INACTIVE
036r3gr7-aa75edc32f0500d7d4f35811e4b5e6f7,UPDATE,STATUS,INACTIVE
036r3gx2-e38d25465a91dc0100e796e6da33cc8a,UPDATE,STATUS,INACTIVE
036r3gqc-0554066ff8db4039a7a79bd336de0eb0,UPDATE,STATUS,INACTIVE
036r3gqc-f93539a56fad44a4b221e1bc8ac1cdca,UPDATE,STATUS,INACTIVE
036r6521-628704a0719b1e21b4db9f450c7395f6,UPDATE,STATUS,INACTIVE
036r3gwc-ded1601159a553f193322c18c92960ac,UPDATE,STATUS,INACTIVE
036r3gwb-5fe0104c8e75d5b86bf8668901649746,UPDATE,STATUS,INACTIVE
036r3gxf-b73f0be9f04b394aa7edaf9f5fa0da5e,UPDATE,STATUS,INACTIVE
036d408k-6d6861afe8ab02a9a7afe8758c0d7197,UPDATE,STATUS,INACTIVE
036r652h-a35f17aca5014906bddbc2cb8b251538,UPDATE,STATUS,INACTIVE
036r3gx2-731eefbbe6bc8f06fec62e9d488c9fa8,UPDATE,STATUS,INACTIVE
036r6521-049e0396dcf50d214926fc45c085cde2,UPDATE,STATUS,INACTIVE
036r652h-6933fc486b0417d2b4c583529dba9d35,UPDATE,STATUS,INACTIVE
036r3gpz-6d52b80eb62f52d71b6c51c662df0868,UPDATE,STATUS,INACTIVE
036r3gmg-3d366c635ce7c4181830fdd1ed374586,UPDATE,STATUS,INACTIVE
036r3grr-7270c5779bde6ce505791a2d016ded89,UPDATE,STATUS,INACTIVE
036r3gpv-ec19bc9b8795cda9b7f0f444878c6721,UPDATE,STATUS,INACTIVE
036r3gx8-e136a5eed2ab904760d18a594a04264d,UPDATE,STATUS,INACTIVE
036r3grh-8f3f3945362e1553d0cd627788454b81,UPDATE,STATUS,INACTIVE
036r3gx2-9f7d175a18853598af8592f952097a77,UPDATE,STATUS,INACTIVE
036r3grf-f1354101a77d460c0eb4c180bdb40bdd,UPDATE,STATUS,INACTIVE
036r3gqs-99ea95b8c80e3bf547aebe5ec1b483ba,UPDATE,STATUS,INACTIVE
036r3gx9-aa3b57cf3c2fdf403d23ce06b4c0e64d,UPDATE,STATUS,INACTIVE
036r3gx1-33f7bf7946646ec6a83787f2a5f1c78d,UPDATE,STATUS,INACTIVE
036r3gx2-d2d88f872bf6c6bbd097f1bb8e627625,UPDATE,STATUS,INACTIVE
036r3grs-528af4b24829173fb0c9baab2ed78b5b,UPDATE,STATUS,INACTIVE
036r3gx1-e5674d19a595d52aeb72fc254e15e5e4,UPDATE,STATUS,INACTIVE
036r3gx2-af68bb376e56278d3d76e080ab354b12,UPDATE,STATUS,INACTIVE
036r3gxd-b37bbd6d4fb1ab3fca7ae64e727530f0,UPDATE,STATUS,INACTIVE
036r3gx1-6f971feaf02d3bde7d35b758c6828192,UPDATE,STATUS,INACTIVE
036r3gx8-2590a485e89f4ac6060613e697a1b14a,UPDATE,STATUS,INACTIVE
036r650n-cdd58344ee753dae135e53cc719adde7,UPDATE,STATUS,INACTIVE
036r3gqk-f3fd09fc3c4b8e23c15b3c2ed4755683,UPDATE,STATUS,INACTIVE
0361r4ve-7f9a3346c03209c0b83de997f36affa1,UPDATE,STATUS,INACTIVE
036r3gqv-248e68e59600c9bdc53e8e33586f277d,UPDATE,STATUS,INACTIVE
036r652j-52a34af0fad0ab190e6fea09d38d4d0a,UPDATE,STATUS,INACTIVE
036r3gx2-1cf29dc9fa4b427019afdaa1e3dffa8c,UPDATE,STATUS,INACTIVE
0361r4ve-01d4022601e405a5fcc6af6a80d75a39,UPDATE,STATUS,INACTIVE
036jx7ps-8784171b95ec07eba69b3800b61aa946,UPDATE,STATUS,INACTIVE
036r3gqu-7aa3f8410824dff06db89c68f94643da,UPDATE,STATUS,INACTIVE
036r3gx3-9ec697784eda8f97888397e48d27ed37,UPDATE,STATUS,INACTIVE
036f0b21-189ee0a5b9b0efee4382ba8bed0a5153,UPDATE,STATUS,INACTIVE
036r3gxf-c80b051630624b7680dce742aafcb99b,UPDATE,STATUS,INACTIVE
036r3gqz-1e50f5234084401fac7bce9d2c807801,UPDATE,STATUS,INACTIVE
036r3grp-63908d30918cd6cfa994162b5a34573c,UPDATE,STATUS,INACTIVE
036r3grs-f45d28c9bdfa75f35b2b1006e67abcbf,UPDATE,STATUS,INACTIVE
036r3gqb-1df7e3d52ddf46fc9833ef9374bb41d6,UPDATE,STATUS,INACTIVE
036bef2c-24c61f487247a858719b24b901c5443f,UPDATE,STATUS,INACTIVE
036r3gqf-afe6c7b65cdb39f39dc124a698c29395,UPDATE,STATUS,INACTIVE
036r6520-4eb747dca2412408543bebacd364ca3b,UPDATE,STATUS,INACTIVE
036r3gr2-145d719dc34e9ed59001d4a718b3fba8,UPDATE,STATUS,INACTIVE
036r3gx2-afdb1ef7da2930e267c7372be3c8b8cf,UPDATE,STATUS,INACTIVE
036r3gqz-39c54cc0f189a1bb7c78cea158a72f16,UPDATE,STATUS,INACTIVE
036r3gx2-1cabe2b18854cf61a07cb0a9333d1a32,UPDATE,STATUS,INACTIVE
036r3grq-9de5f51e319e43e6276a4d0d13a1066f,UPDATE,STATUS,INACTIVE
036r652p-eedc42dc05485a280e3648cee877c254,UPDATE,STATUS,INACTIVE
036r3gx2-809ef632f5a1a551aa3dac7f8ce1aa23,UPDATE,STATUS,INACTIVE
036r3gx0-bbcc7053764d41ccbc973b9c343e60bb,UPDATE,STATUS,INACTIVE
036r3gr4-da4b680803394486b179ecdd55d73a52,UPDATE,STATUS,INACTIVE
036r3gx1-3d2cb5929d274c498f5d1bd189ee8994,UPDATE,STATUS,INACTIVE
036r3gx1-774f9ceff8054edd910e27593c1d840c,,STATUS,INACTIVE
036r3grq-7323256cd2044b58b53a8f70a1b831a2,UPDATE,STATUS,INACTIVE
